,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,defaultPayment
3759,2,1,1,45,-1,-1,-1,-1,-1,-1,3852,3400,2403,4730,4628,5127,3400,1720,0
3760,1,4,2,27,-2,-2,-2,-2,-2,-2,46089,0,4840,0,0,0,0,0,0
3761,1,3,1,57,0,0,0,0,0,0,20976,29598,2000,2000,2000,2000,4500,0,0
3762,2,2,1,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,3422,0
3763,2,2,2,22,0,0,0,0,0,-1,68247,13180,2120,1010,328,0,13180,2000,0
3764,1,1,1,41,-1,-1,-1,-1,-1,-1,3196,2253,16447,3317,10771,5552,2253,96,0
3765,2,2,2,22,0,0,0,0,0,0,18011,18631,2000,1494,2000,5000,2000,1094,0
3766,2,2,1,40,2,2,2,2,2,2,47243,53142,2000,1900,1600,2000,3000,0,1
3767,2,2,1,30,0,0,0,0,0,0,338272,284549,15000,15000,15000,12000,12500,11000,0
3768,2,1,2,29,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0
3769,2,4,2,38,1,-1,-1,-1,-1,-1,0,1481,1437,3078,1406,2196,1481,0,0
3770,1,2,2,53,0,0,0,0,0,0,80577,-1719,3261,2342,1630,1759,0,52085,0
3771,1,1,1,42,-2,-1,-1,0,0,-2,1751,28903,22909,64167,1113,32000,578,1768,0
3772,2,1,2,40,-2,-2,-2,-2,-1,0,0,2520,0,0,0,11855,0,18066,0
3773,2,1,1,66,1,-2,-2,-2,-1,2,0,675,0,0,0,825,0,23715,0
3774,2,1,2,32,-1,-1,-1,-1,-1,-1,103880,35234,39560,302961,38139,104673,35387,177258,0
3775,1,2,2,34,0,0,0,0,0,0,151778,164677,5556,7200,5820,6100,6500,5100,0
3776,2,2,1,26,1,3,2,2,2,0,631,6816,0,0,600,0,6000,5000,1
3777,1,2,2,24,0,0,0,2,0,0,5803,8773,1300,1800,0,450,800,0,0
3778,1,1,1,39,0,0,0,0,0,0,220706,162695,11200,6200,6237,7000,6000,6100,0
3779,1,1,2,29,0,0,0,0,0,0,63603,58347,7666,3800,1200,5000,4000,3000,0
3780,2,1,1,39,-2,-2,-2,-2,-2,-2,4654,4250,5525,5088,4480,2338,4733,22566,0
3781,2,1,1,48,-1,-1,-2,-2,-2,-1,9900,2299,0,0,0,0,2299,37980,0
3782,2,1,2,28,-1,-1,2,0,0,-1,200,1451,1986,0,0,0,2210,0,1
3783,2,2,2,25,0,0,0,0,0,0,16654,0,2000,2000,7000,0,0,0,0
3784,1,1,2,32,0,0,2,0,0,0,29250,32729,3600,0,1500,1300,4000,0,0
3785,1,3,2,43,7,6,5,4,3,2,81071,23207,0,0,0,0,0,2000,1
3786,2,1,2,39,0,0,0,0,0,0,404924,329948,13521,12374,11643,11868,18000,15000,0
3787,2,1,1,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0
3788,1,4,2,23,-2,-1,-1,-1,0,0,2700,30908,899,0,30000,1055,2376,0,0
3789,2,2,2,46,1,2,0,0,0,0,50471,30440,0,2247,1054,1090,1261,1143,0
3790,1,1,1,46,-1,-1,-1,-1,-1,-1,1197,1979,0,3140,2387,504,1989,19150,1
3791,1,1,2,28,-1,0,0,0,0,0,8922,61392,35000,5000,8000,5000,5000,4000,1
3792,1,3,1,45,1,-1,0,0,-1,-1,-1213,390,38677,3000,0,390,390,1170,0
3793,2,1,1,33,-2,-2,-2,-2,-2,-1,1837,77543,373,1198,0,538,77543,584,0
3794,2,1,2,24,0,0,0,0,0,0,75796,19826,3700,2023,2016,2000,1200,1000,0
3795,2,2,2,22,0,0,0,0,0,0,20386,20372,1510,1300,1086,3677,2500,573,0
3796,2,2,2,32,0,0,0,0,0,0,129106,77711,4420,3650,3120,3200,2900,2000,0
3797,1,1,2,25,-2,-2,-2,-2,-2,-2,0,150,0,0,0,30000,150,657,0
3798,2,2,2,44,0,0,0,-1,-1,-1,7678,402,3347,0,200,7018,6073,15000,0
3799,2,2,2,27,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0
3800,2,2,2,22,0,-1,0,0,0,0,14896,3486,7000,4000,207,229,70,0,0
3801,2,3,2,34,-2,-2,-2,-2,-1,0,99518,4834,937,0,0,500,4816,3000,0
3802,1,1,1,48,-1,-1,2,0,0,-1,282,1470,62773,0,0,0,1470,58587,0
3803,1,3,1,59,1,2,0,0,-1,-1,21723,0,0,2000,0,3540,0,0,0
3804,1,2,2,25,0,0,0,0,-1,-1,29745,1914,2500,1517,2000,11446,1914,6699,1
3805,2,2,1,27,1,2,2,0,0,0,139058,134851,4900,0,5200,5000,5100,4800,0
3806,1,2,2,26,0,0,0,0,0,0,4491,11196,1500,1500,1500,1500,1500,1500,0
3807,2,3,2,46,0,0,0,0,0,0,94657,42935,3000,2009,3000,2000,2000,1701,0
3808,1,1,2,35,0,0,0,0,0,0,158882,29765,8000,5669,7599,14800,2303,2000,0
3809,2,1,2,40,0,0,0,0,0,0,27432,3356,1833,1378,1328,195,269,56,0
3810,2,3,2,46,0,0,0,0,0,0,76184,42348,3345,3344,1447,1497,1686,1509,0
3811,1,2,2,28,2,2,0,0,0,0,70952,6514,0,3000,2000,3000,2000,0,1
3812,2,1,1,33,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0
3813,2,2,1,42,0,0,0,0,0,0,58264,17298,3200,3000,800,1000,1000,1000,0
3814,2,1,1,32,-1,-1,-2,-1,0,0,249,1530,0,0,685,0,845,53,0
3815,1,2,2,24,-1,-1,-1,-1,-1,-1,12,12,0,0,0,0,0,1393,1
3816,1,2,2,32,0,0,0,0,2,0,32813,24416,3000,1700,2600,0,10000,6000,1
3817,1,2,1,48,0,0,0,0,0,0,42156,17450,4022,1347,1013,1000,700,1000,0
3818,1,2,1,35,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,28027,0
3819,2,2,2,24,1,2,2,0,0,0,15164,19046,2000,1000,1000,1500,1000,1000,1
3820,1,1,1,42,0,0,2,2,-2,-2,3208,3766,6000,0,0,3003,31,4007,0
3821,2,1,2,41,-2,-2,-2,-2,-2,-2,5954,2007,10464,7165,6966,9776,2007,1603,0
3822,2,3,2,27,1,4,3,2,0,0,84718,48866,0,0,0,1790,1890,1740,1
3823,1,2,1,39,-2,-2,-2,-2,-2,-2,15109,2241,3155,12848,3950,7690,2241,2795,0
3824,2,1,1,34,-1,2,-1,-1,-1,-1,652,326,0,326,326,326,326,711,1
3825,2,2,2,28,-1,-1,-1,0,0,-1,72620,1984,873,8596,275,300,1984,27014,0
3826,1,3,1,38,-2,-2,-1,-1,0,0,6901,56015,0,188,6498,40000,12000,2500,0
3827,1,3,2,22,0,0,0,0,0,0,11242,0,1282,1000,192,184,0,0,0
3828,1,1,1,35,0,0,0,0,0,0,40730,9790,4069,1500,1500,0,5000,0,0
3829,2,2,1,35,0,0,0,0,0,0,5830,9349,1118,1279,500,500,1349,1691,0
3830,2,2,2,37,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0
3831,1,2,2,28,0,0,0,0,0,2,42243,40257,7773,1628,1395,3210,0,2000,0
3832,2,3,1,48,-1,2,-1,-1,0,-1,3845,1823,0,1823,3646,0,1823,1823,1
3833,2,3,2,23,-1,0,0,0,0,0,5719,8541,10000,5000,2000,2000,2000,1000,0
3834,2,3,1,25,2,2,0,0,0,0,31097,28041,0,1833,1000,1000,10000,10000,1
3835,2,1,2,30,-1,-1,-1,-1,-1,-1,14013,15435,5460,16020,5805,5475,5634,6182,0
3836,2,2,2,27,-2,-2,-1,2,0,0,4400,2059,0,1129,0,1000,496,1000,1
3837,1,3,2,53,0,0,0,0,0,0,9928,18321,1497,1500,5000,1000,1000,1000,0
3838,2,1,2,22,0,0,0,0,0,0,28758,0,1423,5000,400,200,0,0,0
3839,1,3,2,28,2,2,2,0,0,2,28129,30040,1800,0,1100,2400,0,1500,1
3840,2,1,1,54,0,0,0,0,2,0,60381,71018,5000,3000,5200,0,3000,5400,0
3841,1,1,2,31,0,0,0,0,0,0,167061,139177,6000,6010,5209,5000,5000,4000,0
3842,1,2,2,24,0,0,0,0,0,0,5219,8242,1500,1274,500,500,440,450,0
3843,2,2,2,33,0,0,0,0,0,0,12498,19028,4000,2000,1000,2000,2396,1000,0
3844,2,1,2,33,0,0,0,0,2,2,40984,12860,10000,5000,10000,0,4000,10000,0
3845,2,1,2,26,0,0,2,0,0,0,22921,17976,5000,0,0,174,13810,0,0
3846,2,2,2,25,0,0,0,0,0,0,3638,5053,1130,1026,125,1500,2000,14,0
3847,1,3,1,48,0,0,0,0,0,0,170845,125341,6800,7790,4587,4675,4525,4497,0
3848,2,1,2,29,0,0,2,2,2,2,40783,47724,4100,1600,0,3600,2000,1900,0
3849,2,2,2,28,-1,-1,-1,-1,-1,-1,390,390,7412,390,4134,540,390,2596,0
3850,1,1,1,50,1,2,0,0,0,0,49252,0,1521,1345,2074,238,0,0,1
3851,2,3,2,38,1,-1,-1,-1,-1,-2,0,0,3796,5081,888,0,0,0,1
3852,1,3,1,48,-1,-1,-1,-1,-1,-1,1058,390,1726,390,390,390,390,390,1
3853,1,3,2,28,2,0,0,0,2,0,14043,15515,1600,1600,1500,0,1000,500,0
3854,2,2,2,32,-1,-1,-1,0,-1,-1,2015,1174,1403,2684,4,715,1174,3805,0
3855,2,2,2,24,0,0,0,0,0,0,76453,27495,2500,2000,2000,3551,1500,1000,0
3856,2,1,2,24,0,0,0,0,0,0,64800,71408,4000,2600,2000,3000,2025,4791,0
3857,2,2,2,28,0,0,0,2,0,0,43747,45283,1746,3600,0,1666,1559,1551,0
3858,1,2,1,36,1,-2,-1,-1,-1,-1,-1,4575,0,297,303,279,4597,0,0
3859,2,1,1,32,2,2,2,2,2,2,11337,7945,6000,0,744,0,620,0,1
3860,1,1,2,44,0,0,0,0,0,0,51671,50442,1928,1595,1526,13000,1569,2614,0
3861,2,2,1,39,0,0,0,2,0,0,114007,129346,7000,10500,0,5000,11000,4500,1
3862,1,1,1,48,0,0,0,0,0,0,356375,266406,40000,20000,20000,20000,10000,20000,0
3863,1,2,2,39,1,2,2,0,0,0,1623,6210,1000,1000,1000,1000,1500,0,1
3864,2,2,2,23,0,0,0,0,0,0,19594,23312,1346,1358,789,1000,981,1010,0
3865,1,3,1,36,-1,-1,-1,-1,-1,-1,4030,0,6720,0,8484,2064,0,798,0
3866,2,3,1,39,2,0,0,2,0,0,29565,26615,3000,3638,0,1000,3000,0,1
3867,2,1,2,31,2,-1,0,0,0,0,1638,39564,54490,62841,2000,0,1000,27224,0
3868,2,2,1,43,-2,-2,-2,-2,-2,-2,398,-300,381,607,0,0,0,598,1
3869,2,1,2,26,1,2,2,-1,-1,2,23812,26639,0,1525,35011,3000,0,2000,0
3870,1,2,1,33,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,1
3871,1,2,2,25,2,0,0,0,0,0,48885,29706,2200,2500,2070,1266,2000,1068,1
3872,1,3,1,49,2,2,2,2,2,2,26343,29755,1500,0,3712,1363,0,1141,0
3873,1,3,1,52,1,2,0,0,0,0,32119,14438,0,6900,0,0,0,0,1
3874,2,1,1,34,-1,-1,-1,0,-1,-1,7417,7332,8000,25000,0,22500,32516,22000,0
3875,2,2,1,43,-1,-1,-2,-2,-2,-2,1314,0,0,0,0,0,0,0,0
3876,2,1,2,43,0,0,0,0,0,0,90294,91825,3200,3200,3200,3500,3300,4000,0
3877,2,2,2,23,0,0,0,0,0,0,47662,9558,2000,2102,255,3000,191,0,0
3878,1,2,1,26,2,2,3,3,3,3,1050,1050,0,0,0,0,0,0,1
3879,1,2,2,52,0,0,0,0,0,0,87186,85699,3505,3962,2909,3107,3127,3032,0
3880,1,3,2,51,-1,-1,-1,-1,-1,-1,18341,5290,19854,6279,3883,11883,5305,9998,0
3881,2,4,2,32,0,0,0,0,0,-1,54053,700,15235,1491,1303,0,2000,1400,0
3882,1,1,1,34,-1,-1,-1,-1,0,0,5392,0,1938,4819,13074,0,0,790,0
3883,1,2,2,24,0,0,0,0,0,0,33715,19014,6600,1900,1500,1500,1500,1500,0
3884,1,2,2,24,-1,-1,2,-1,0,0,390,0,780,0,780,0,0,0,1
3885,1,1,2,35,-1,-1,-1,0,0,0,30356,24679,33074,78772,1371,919,13770,183622,0
3886,1,2,2,41,0,0,0,0,0,0,69866,37757,10000,5090,2000,2000,4000,2000,0
3887,1,3,2,43,0,0,0,0,0,0,158741,137499,5823,5310,5302,5035,5118,4532,0
3888,2,3,1,50,0,0,0,0,0,0,139153,138934,6006,5000,5000,5120,5200,4800,0
3889,2,1,1,37,-1,0,0,0,0,0,97821,33876,4220,2029,2073,2867,3876,2295,0
3890,2,3,2,28,-1,-1,-1,-1,-1,-1,2147,390,612,2110,2298,1196,390,0,0
3891,2,3,1,45,0,0,-2,-2,-2,-2,80250,0,0,0,0,0,0,0,0
3892,2,1,1,36,-1,-1,-1,-1,-1,-1,1218,2656,2434,1537,2156,1898,2656,1626,0
3893,2,1,2,29,0,0,0,0,0,0,50187,49317,3000,23000,1120,6000,2675,0,0
3894,1,2,2,27,0,0,0,0,0,0,82609,76849,3106,3000,2805,2739,3085,2958,0
3895,2,2,2,22,0,-1,2,-1,-1,-1,1924,2461,7096,0,1732,3836,2461,3704,0
3896,2,4,1,49,0,0,0,0,0,0,26305,15025,1500,1500,1000,676,900,900,0
3897,2,2,1,36,-2,-1,0,0,0,0,73024,62132,2904,2973,1579,40020,3127,1206,0
3898,2,2,2,25,0,0,2,0,0,0,41511,46702,4000,0,2000,2000,2000,3000,1
3899,2,2,1,24,0,0,0,0,0,0,49387,48293,2000,1727,1846,1777,1665,1500,0
3900,1,3,1,48,0,0,0,0,0,0,68629,55572,2187,2000,2000,2053,1964,3002,0
3901,2,2,2,27,1,2,2,2,2,2,8951,11250,200,1500,0,2000,0,1600,1
3902,1,2,1,33,0,0,0,0,0,0,16149,15585,1223,1236,528,548,550,569,0
3903,1,2,2,30,0,0,2,0,0,-2,2496,0,2254,0,313,0,0,0,0
3904,1,3,1,30,1,2,0,0,0,0,102867,48468,31,2609,2037,2010,2017,3012,0
3905,1,2,1,46,-1,-1,-1,-1,-1,-1,130,32867,1926,15671,18574,24231,32885,9343,0
3906,2,1,1,33,0,0,0,0,0,0,112926,185056,4677,130533,7609,12000,7000,6000,0
3907,2,1,2,29,1,2,2,0,0,0,12517,0,1006,0,0,0,0,0,1
3908,1,2,2,24,0,0,0,0,0,0,47530,19699,1537,1679,688,713,858,660,0
3909,1,2,2,30,-1,-1,2,-1,2,2,776,204957,1552,0,221876,7500,4,10000,1
3910,2,2,1,32,-1,-1,-1,-1,-1,2,390,390,390,390,390,930,0,780,1
3911,2,1,2,27,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0
3912,1,2,1,26,0,0,0,0,0,0,67692,29569,2763,3500,900,700,700,700,0
3913,1,1,1,44,-1,-1,-1,0,0,-1,4197,2798,4711,63701,1214,1241,2812,46220,0
3914,1,2,2,43,0,0,0,0,0,0,128947,81869,4039,7010,2359,7617,2760,2366,0
3915,2,2,1,32,0,-1,-1,-1,-1,-1,101403,66666,2389,11996,0,67372,66666,66666,0
3916,1,3,2,26,2,0,0,0,0,0,50951,47459,2500,2100,1900,2000,1746,1890,1
3917,1,1,1,37,0,0,0,0,0,0,244736,130299,10000,10000,5000,5000,5000,3200,1
3918,2,3,1,43,-1,-1,0,0,0,0,1207,64618,60267,3000,2154,5000,3000,3000,1
3919,1,1,2,26,1,-2,-2,-2,-2,-1,-1917,18083,0,0,0,0,20000,1000,0
3920,2,1,2,35,-1,-1,-2,-2,-2,-2,2630,0,0,0,0,0,0,0,1
3921,1,1,2,25,-1,-1,-1,-1,0,0,13350,23566,6141,2572,9010,42739,5583,384,0
3922,2,3,1,42,0,0,0,0,0,0,17775,19583,1500,1285,656,699,2000,1286,0
3923,2,3,1,41,-2,-2,-2,-2,-2,-2,-140,9696,0,0,14038,6684,9744,1046,0
3924,2,2,1,35,0,0,0,0,0,0,100252,33933,3500,6000,3000,2340,5000,2000,0
3925,1,1,2,25,0,0,0,0,0,0,8226,6542,1349,1393,446,390,422,2093,0
3926,1,2,2,24,0,0,0,0,0,0,17697,17311,1634,1571,629,652,618,640,0
3927,2,3,2,40,0,0,0,0,0,0,227819,203475,8200,8800,7000,7200,7500,7800,1
3928,2,1,1,50,-1,-1,-1,-1,-1,-1,14638,6220,11956,12331,6295,5284,6220,9104,0
3929,2,2,1,29,0,0,0,0,0,0,26052,29022,2000,2000,2500,1033,1053,1034,0
3930,1,2,1,40,0,0,0,-2,-2,-2,37596,0,1000,0,0,0,0,0,0
3931,2,1,2,34,0,0,0,2,2,2,105356,121650,3931,9600,0,9500,4100,0,1
3932,2,1,1,27,0,0,0,0,0,0,104001,130318,4000,6000,6000,6000,10000,11058,0
3933,1,2,1,32,0,0,0,0,0,0,16849,5340,1434,1400,355,1000,126,450,0
3934,1,2,2,27,0,0,0,-1,-1,-2,25140,0,1252,1093,1210,0,0,0,0
3935,2,1,1,32,2,2,2,2,2,2,114227,124168,5000,5000,0,9500,4700,0,0
3936,2,1,1,38,-2,-2,-2,-2,-2,-2,1736,0,0,0,0,0,0,0,0
3937,2,1,2,30,1,2,2,2,2,2,41259,45710,400,3406,1700,1800,1800,0,0
3938,1,2,2,44,0,0,0,0,0,0,36048,35397,1688,1571,1213,1253,1381,1166,0
3939,1,2,1,40,0,0,0,0,0,-2,30415,-8,2006,3000,5080,8,0,0,0
3940,2,2,1,34,0,0,0,0,0,0,74813,76089,3000,4000,4000,5000,4000,5000,0
3941,2,1,2,34,1,-1,-1,-2,-2,-1,0,666,13621,0,0,0,666,0,1
3942,2,2,2,29,2,-1,-1,2,0,0,2469,57539,59068,4898,0,2300,2200,2110,0
3943,2,1,1,31,-1,-1,-1,-1,-1,-1,261,1997,6229,5815,854,2029,1997,10342,0
3944,1,3,3,45,-1,-1,-1,-1,0,0,780,780,0,390,4300,0,0,0,0
3945,2,1,2,35,-2,-2,-2,-2,-2,-2,-73,-73,0,0,0,0,0,0,1
3946,2,1,1,35,-2,-2,-2,-2,-1,-1,329,880,0,3220,0,150,880,0,0
3947,1,3,1,44,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0
3948,2,2,2,25,0,0,0,0,0,2,51461,51459,2000,1771,1770,6038,0,2112,0
3949,1,2,1,42,-1,-1,-1,-1,-1,-1,1048,390,1048,1048,1048,390,390,390,0
3950,1,3,1,30,2,2,2,0,0,2,122246,79608,6000,0,5020,6100,0,2800,0
3951,1,1,2,28,0,0,0,0,0,0,9214,16230,1500,2000,1000,2000,2000,3000,0
3952,2,2,1,44,-1,-1,-1,-1,-1,-1,3493,2145,12498,46185,1387,6094,2155,1273,0
3953,2,2,1,37,0,0,0,0,0,0,79646,81001,50000,3500,10000,3000,3000,3000,0
3954,2,1,2,30,0,0,0,0,-1,-1,34567,150,10000,2056,0,12150,150,399,0
3955,2,2,1,49,-1,-1,-1,-1,-1,-1,18045,90611,17409,47622,12279,75882,90611,61411,0
3956,1,1,2,33,0,0,0,0,0,0,70591,96627,10000,5000,5000,10000,10000,10000,0
3957,2,2,2,22,0,0,0,0,0,0,17356,8001,1274,1119,324,278,579,170,0
3958,2,1,2,42,0,0,2,2,2,2,35539,41770,3600,0,3000,0,3500,3387,1
3959,1,3,2,23,-1,2,-1,-1,-1,-1,780,780,0,380,400,0,780,0,0
3960,2,2,2,31,0,0,0,0,0,3,16659,20474,1600,1700,1000,2400,0,0,0
3961,2,1,2,28,0,0,0,0,0,0,237633,197155,7065,6002,10002,7030,6275,8088,0
3962,2,2,1,57,1,-2,-2,-2,-1,-1,-8,-5,0,0,0,1603,0,0,1
3963,2,2,2,23,2,2,2,2,2,2,18168,21841,0,2500,0,3000,930,0,1
3964,2,2,1,56,0,0,0,0,0,0,31276,16266,1556,1247,1770,700,1000,1129,0
3965,2,2,1,33,0,0,0,0,0,0,137009,81570,20000,15011,10000,10000,5000,10001,0
3966,2,2,2,25,0,0,2,6,5,4,44331,54759,5000,12000,0,0,0,0,0
3967,1,2,1,53,0,0,2,2,0,0,12291,9289,3300,1000,0,1000,1000,1423,0
3968,2,1,2,26,1,-1,-1,0,0,0,0,15944,1950,2576,10000,10000,685,612,0
3969,2,2,2,26,0,0,0,0,0,0,21854,26254,1536,1600,1500,0,1254,1214,0
3970,1,1,1,31,-2,-2,-1,-1,-1,-1,3759,6679,8873,14548,4771,11491,6896,890,0
3971,1,3,1,47,2,0,0,0,0,-1,255412,107239,5130,4647,949,4391,146216,60686,1
3972,1,2,2,35,-1,-1,-1,-1,-1,0,8602,663,18718,646,11478,1329,3,1322,0
3973,1,1,2,29,-1,-1,-1,-1,0,-1,1360,1102,8035,0,3658,10,1107,584,0
3974,1,1,2,36,0,0,0,0,0,0,11951,34333,5000,5012,5000,5006,10010,10000,0
3975,2,1,2,48,0,0,0,0,0,-1,74864,2383,1411,1200,593,200,5637,0,0
3976,2,2,2,25,2,0,0,0,0,-1,48690,299,1692,1033,122,78,299,9292,0
3977,2,2,1,41,-1,-1,-1,-1,-1,-1,530,2314,7233,4318,8408,542,2314,648,0
3978,1,2,2,22,0,0,0,0,0,0,9358,10000,1216,2800,190,200,300,0,0
3979,2,1,2,31,0,0,0,0,0,0,181679,190948,8900,7200,6800,7100,7200,6500,0
3980,2,3,2,26,0,0,0,0,0,0,71702,39701,2950,2200,2000,5000,2000,2300,1
3981,1,3,2,26,-1,-1,-1,-2,-2,-2,96,0,1560,0,0,0,0,0,0
3982,2,1,2,28,-2,-2,-2,-2,-2,-2,2400,0,2500,0,0,0,0,0,0
3983,2,1,1,30,0,0,0,0,0,2,65622,54235,3300,2100,2000,4000,0,3000,0
3984,2,2,1,44,0,0,0,0,0,0,10716,8490,8000,5000,7000,3000,2000,1626,0
3985,2,2,2,22,0,0,0,0,0,0,30190,26316,1532,2169,1000,1200,2000,1500,1
3986,1,1,1,39,0,0,0,0,-1,-1,26501,927,1261,5901,46,1121,947,201323,0
3987,2,1,1,34,0,0,0,0,0,0,146756,163188,5500,5510,5500,6000,6000,6000,0
3988,1,3,2,64,-1,-1,-1,-1,-1,-1,1068,1355,1168,1005,1372,1610,1355,1426,0
3989,1,4,1,52,0,0,0,0,0,0,90939,22543,3467,2000,1476,4992,808,1000,1
3990,1,1,1,47,1,2,2,2,2,2,138103,145071,500,6000,11000,5600,0,11077,1
3991,2,2,2,56,0,0,-1,0,0,-1,30121,3900,2295,19100,0,0,3900,0,0
3992,1,2,2,22,3,2,2,3,2,2,17710,20126,0,3000,0,0,2000,0,1
3993,2,2,2,23,0,0,0,0,-1,0,1877,51866,1000,1000,100,63697,2427,2050,1
3994,1,1,3,43,-1,-1,-1,-1,-1,0,9873,291,0,11000,0,873,0,291,0
3995,1,3,2,33,1,-1,-1,0,0,0,-117,-273,1000,3000,2000,2000,0,2000,0
3996,2,2,2,43,0,0,0,0,0,0,9784,6801,2303,2095,500,1000,500,500,1
3997,1,2,2,26,0,0,0,0,0,0,40171,33190,1491,2000,1092,3000,1353,2000,0
3998,2,1,2,23,2,2,2,2,2,2,9736,12744,3500,200,1000,500,0,1000,1
3999,1,2,2,39,-1,-1,-1,0,-1,2,2429,5612,8077,4380,0,6131,0,3000,1
4000,2,1,2,29,2,-1,-1,-1,2,0,2030,3686,1533,3897,4081,0,155,96,0
4001,2,1,1,29,-1,-1,-2,-1,-1,-1,1778,989,0,0,150,150,989,0,1
4002,1,1,1,35,0,0,0,0,0,0,199891,187728,8500,6000,4000,25000,50000,70000,1
4003,1,3,2,25,0,0,2,0,0,-1,81129,19801,7504,29,10004,6,19824,18129,0
4004,2,1,1,38,0,-1,-1,-1,-1,-1,12907,316,316,1156,316,316,316,316,0
4005,2,3,1,42,-1,-1,-1,-1,-1,-1,10665,1470,637,11869,7314,2274,1470,2200,0
4006,1,3,2,46,2,2,3,3,3,3,1050,1050,0,0,0,0,0,0,1
4007,2,3,2,24,1,-2,-2,-2,-1,-1,0,0,0,0,0,2483,0,80,0
4008,2,2,2,24,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0
4009,1,2,2,47,0,0,0,0,0,0,91481,23495,3956,1365,848,1000,1000,1000,0
4010,2,3,2,31,0,0,0,0,0,0,92636,81642,3500,3600,3900,3000,3000,3200,0
4011,1,2,2,49,0,0,0,0,0,0,47864,9801,3473,2294,328,350,323,312,0
4012,1,1,2,29,-2,-2,-2,-2,-2,-2,3206,2931,2358,3788,3483,1638,2946,16950,0
4013,2,2,2,22,4,3,2,2,2,2,19529,20444,0,0,1500,0,1700,0,1
4014,2,2,2,33,0,0,0,0,0,0,107028,43413,4000,3783,6488,4850,2000,6446,0
4015,1,2,2,33,5,4,3,2,2,2,90822,91007,0,0,3200,0,6803,6950,1
4016,2,1,1,39,0,0,0,0,0,0,256557,89016,6726,6637,7784,10000,3500,3434,0
4017,2,1,2,23,0,0,0,0,0,0,46750,18019,1505,2000,592,604,2000,2000,0
4018,2,2,1,39,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,1
4019,2,2,1,27,2,2,2,2,2,2,27896,28776,0,2659,0,2309,1087,0,1
4020,1,2,2,23,0,0,0,0,0,0,49798,9345,2193,2040,330,492,332,500,0
4021,2,2,2,31,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0
4022,2,1,1,44,-2,-2,-2,-2,-2,-1,4976,12573,5417,7948,1797,1580,12573,4338,0
4023,1,1,2,48,-2,-1,-1,-1,0,-1,5241,2872,2754,2377,7006,11,2981,0,0
4024,2,2,1,24,1,-2,-2,-2,-1,0,0,5551,0,0,0,4629,1000,1915,0
4025,2,3,2,36,-1,0,0,0,0,0,44242,88283,25000,24000,30000,25000,30000,25000,0
4026,2,2,2,29,-1,-1,-1,-1,-1,-1,1267,3359,553,0,202,11990,3359,1035,0
4027,1,2,1,39,2,0,0,0,0,0,234661,249130,10200,10200,8725,9068,9068,15000,0
4028,2,2,2,27,0,0,0,0,0,0,18224,22184,2000,1648,1000,936,962,3013,0
4029,2,1,1,40,-1,-1,-1,0,-1,-1,326,326,326,652,0,326,326,326,1
4030,2,2,2,26,0,0,0,0,0,0,98542,69865,3326,8003,2745,2689,2896,2731,0
4031,2,1,2,35,1,-1,-1,-2,-2,-1,0,390,1070,0,0,0,1170,390,0
4032,2,1,1,45,0,0,0,0,0,0,165243,126399,7067,6443,4617,4711,4673,4603,0
4033,2,1,2,32,0,0,0,0,0,0,28585,35047,3561,3696,1616,3024,5011,2011,0
4034,1,2,1,50,0,0,0,0,2,0,6620,10153,1200,1300,1600,0,600,600,0
4035,2,2,2,36,0,0,0,0,0,0,83412,0,3700,1123,500,640,0,0,0
4036,2,3,1,60,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,1
4037,2,3,1,49,-1,-1,-1,-1,0,-1,3114,10800,23979,7838,7642,367,10800,5068,0
4038,1,3,2,58,0,0,0,0,0,0,7556,3169,1140,1048,163,135,151,2000,0
4039,2,3,1,38,2,2,0,0,2,2,122283,140505,0,5000,21500,5500,0,5000,0
4040,1,1,1,42,1,-2,-1,-1,-1,-1,-8,43978,0,1640,0,17539,44197,1758,0
4041,1,2,2,36,0,0,2,2,3,2,11423,14313,2749,0,2000,0,0,1230,0
4042,2,2,1,42,-2,-2,-2,-2,-2,-2,2333,0,6295,0,0,1070,0,0,0
4043,2,2,1,34,-1,-1,-1,-1,-1,-1,2734,0,0,625,406,338,0,0,1
